SQ_PESSOA_VINCULANTE,SQ_PESSOA_VINCULADA,CO_CONDICAO,NO_VINCULO,DT_ENTRADA_SOCIEDADE,DT_INICIO_MANDATO,DT_SAIDA_SOCIEDADE,DT_TERMINO_MANDATO,VL_PARTICIPACAO,DS_CARGO_DIRECAO
592039,592040,801,EMPRESÁRIO,2015-09-30,,,,,
592041,592042,801,EMPRESÁRIO,2015-09-30,,,,,
592043,592044,801,EMPRESÁRIO,2015-09-30,,,,,
592045,592046,801,EMPRESÁRIO,2015-09-30,,,,,
592047,592048,801,EMPRESÁRIO,2015-09-30,,,,,
592049,592050,801,EMPRESÁRIO,2015-09-30,,,,,
592051,592052,801,EMPRESÁRIO,2015-09-30,,,,,
592127,592128,801,EMPRESÁRIO,2015-09-30,,,,,
592129,592130,801,EMPRESÁRIO,2015-09-30,,,,,
592131,592132,801,EMPRESÁRIO,2015-09-30,,,,,
592133,592134,801,EMPRESÁRIO,2015-09-30,,,,,
592135,592136,801,EMPRESÁRIO,2015-09-30,,,,,
592137,592138,801,EMPRESÁRIO,2015-09-30,,,,,
592139,592140,801,EMPRESÁRIO,2015-09-30,,,,,
592141,592142,801,EMPRESÁRIO,2015-10-01,,,,,
592143,592144,801,EMPRESÁRIO,2015-10-01,,,,,
592145,592146,801,EMPRESÁRIO,2015-10-01,,,,,
592147,592148,801,EMPRESÁRIO,2016-06-07,2016-06-07,,,0,
592149,592150,801,EMPRESÁRIO,2015-10-01,,,,,
592151,592152,801,EMPRESÁRIO,2015-10-01,,,,,
592003,503973,801,EMPRESÁRIO,2015-09-30,2015-09-30,,,10000,
592101,592102,801,EMPRESÁRIO,2015-09-30,,,,,
592103,592104,801,EMPRESÁRIO,2015-09-30,,,,,
592105,592106,801,EMPRESÁRIO,2015-09-30,,,,,
592107,592108,801,EMPRESÁRIO,2015-09-30,,,,,
592109,592110,801,EMPRESÁRIO,2015-09-30,,,,,
592111,592112,801,EMPRESÁRIO,2015-09-30,,,,,
592113,592114,801,EMPRESÁRIO,2015-09-30,,,,,
592115,592116,801,EMPRESÁRIO,2015-09-30,,,,,
592117,592118,801,EMPRESÁRIO,2015-09-30,,,,,
592119,592120,801,EMPRESÁRIO,2015-09-30,,,,,
592162,592163,801,EMPRESÁRIO,2015-09-30,2015-09-30,,,30000,
592008,592009,101,SOCIO,2015-09-24,2015-09-24,,,,
592008,12114,101,SOCIO,2015-09-24,2015-09-24,,,,
592008,12114,205,ADMINISTRADOR,2015-09-24,2015-09-24,,,,
592008,592009,205,ADMINISTRADOR,2015-09-24,2016-07-28,,,,
592053,592054,801,EMPRESÁRIO,2015-09-30,,,,,
592055,592056,801,EMPRESÁRIO,2015-09-30,,,,,
592057,592058,801,EMPRESÁRIO,2015-09-30,,,,,
592059,592060,801,EMPRESÁRIO,2015-09-30,,,,,
592061,592062,801,EMPRESÁRIO,2015-09-30,,,,,
592063,592064,801,EMPRESÁRIO,2015-09-30,,,,,
592065,592066,801,EMPRESÁRIO,2015-09-30,,,,,
592067,592068,801,EMPRESÁRIO,2015-09-30,,,,,
592069,592070,801,EMPRESÁRIO,2015-09-30,,,,,
592071,592072,801,EMPRESÁRIO,2015-09-30,,,,,
592073,592074,801,EMPRESÁRIO,2015-09-30,,,,,
592075,592076,801,EMPRESÁRIO,2015-09-30,,,,,
592077,592078,801,EMPRESÁRIO,2015-09-30,,,,,
592079,592080,801,EMPRESÁRIO,2015-09-30,,,,,
592081,592082,801,EMPRESÁRIO,2015-09-30,,,,,
592083,592084,801,EMPRESÁRIO,2015-09-30,,,,,
592164,421226,801,EMPRESÁRIO,2015-09-30,2015-09-30,,,20000,
592085,592086,801,EMPRESÁRIO,2015-09-30,,,,,
596759,540393,101,SOCIO,2015-09-25,2015-09-25,2016-01-18,,,
596759,540393,205,ADMINISTRADOR,2015-09-25,2015-09-25,,,,
596759,596760,101,SOCIO,2015-09-25,2015-09-25,,,,
596759,596760,205,ADMINISTRADOR,2015-09-25,2016-01-18,,,,
596759,605375,101,SOCIO,2016-01-18,2016-01-18,,,,
592156,341229,101,SOCIO,2007-10-29,2007-10-29,,,,
592156,341225,101,SOCIO,2007-10-29,2007-10-29,,,,
592156,155968,101,SOCIO,2007-10-29,2007-10-29,,,,
592156,155968,205,ADMINISTRADOR,2007-10-29,2007-10-29,,,,
592255,592256,801,EMPRESÁRIO,2015-10-01,,,,,
592257,592258,801,EMPRESÁRIO,2015-10-01,,,,,
592259,592260,801,EMPRESÁRIO,2015-10-01,,,,,
592261,592262,801,EMPRESÁRIO,2015-10-01,,,,,
592263,592264,801,EMPRESÁRIO,2015-10-01,,,,,
592265,592266,801,EMPRESÁRIO,2015-10-01,,,,,
592267,592268,801,EMPRESÁRIO,2015-10-01,,,,,
592269,592270,801,EMPRESÁRIO,2015-10-01,,,,,
592271,592272,801,EMPRESÁRIO,2015-10-01,,,,,
592273,592274,801,EMPRESÁRIO,2015-10-01,,,,,
592275,592276,801,EMPRESÁRIO,2015-10-01,,,,,
592277,592278,801,EMPRESÁRIO,2015-10-01,,,,,
592279,592280,801,EMPRESÁRIO,2015-10-01,,,,,
592185,412408,801,EMPRESÁRIO,2015-10-01,2015-10-01,2015-12-07,,,
592185,599682,101,SOCIO,2015-10-27,2015-10-27,,,,
592185,412408,101,SOCIO,2015-10-01,2015-10-01,,,,
592185,412408,205,ADMINISTRADOR,2015-10-01,2015-10-27,,,,
592188,592189,801,EMPRESÁRIO,2015-10-01,2015-10-01,,,45000,
592199,134146,101,SOCIO,1993-01-27,1993-01-27,,,,
592199,15015,101,SOCIO,1991-09-20,1991-09-20,,,,
592199,15015,205,ADMINISTRADOR,1991-09-20,1991-09-20,,,,
592200,592201,101,SOCIO,2015-08-12,2015-08-12,,,,
592200,97355,101,SOCIO,2015-08-12,2015-08-12,,,,
592200,592202,101,SOCIO,2015-08-12,2015-08-12,,,,
592200,592202,205,ADMINISTRADOR,2015-08-12,2015-08-12,,,,
592281,592282,801,EMPRESÁRIO,2015-10-01,,,,,
592283,592284,801,EMPRESÁRIO,2015-10-01,,,,,
592285,592286,801,EMPRESÁRIO,2015-10-01,,,,,
592287,592288,801,EMPRESÁRIO,2015-10-01,,,,,
592289,592290,801,EMPRESÁRIO,2015-10-01,,,,,
592291,592292,801,EMPRESÁRIO,2015-10-01,,,,,
592293,592294,801,EMPRESÁRIO,2015-10-01,,,,,
592295,592296,801,EMPRESÁRIO,2015-10-01,,,,,
592297,592298,801,EMPRESÁRIO,2015-10-01,,,,,
592299,592300,801,EMPRESÁRIO,2015-10-01,,,,,
592301,592302,801,EMPRESÁRIO,2015-10-01,,,,,
592303,592304,801,EMPRESÁRIO,2015-10-01,,,,,
592305,592306,801,EMPRESÁRIO,2015-10-01,,,,,
592307,592308,801,EMPRESÁRIO,2015-10-01,,,,,
592309,592310,801,EMPRESÁRIO,2015-10-01,,,,,
592311,592312,801,EMPRESÁRIO,2015-10-01,,,,,
592313,592314,801,EMPRESÁRIO,2015-10-01,,,,,
592176,326783,101,SOCIO,2015-09-18,2015-09-18,,,,
592176,26525,101,SOCIO,2015-09-18,2015-09-18,,,,
592176,150189,101,SOCIO,2015-09-18,2015-09-18,,,,
592176,150189,205,ADMINISTRADOR,2015-09-18,2015-09-18,,,,
592176,26525,205,ADMINISTRADOR,2015-09-18,2015-09-18,,,,
592203,592204,801,EMPRESÁRIO,2015-10-01,,,,,
592205,592206,801,EMPRESÁRIO,2015-10-01,,,,,
592207,592208,801,EMPRESÁRIO,2015-10-01,,,,,
592209,592210,801,EMPRESÁRIO,2015-10-01,,,,,
592211,592212,801,EMPRESÁRIO,2015-10-01,,,,,
592213,592214,801,EMPRESÁRIO,2015-10-01,,,,,
592215,592216,801,EMPRESÁRIO,2015-10-01,,,,,
592217,592218,801,EMPRESÁRIO,2015-10-01,,,,,
592219,592220,801,EMPRESÁRIO,2015-10-01,,,,,
592221,592222,801,EMPRESÁRIO,2015-10-01,,,,,
592223,592224,801,EMPRESÁRIO,2015-10-01,,,,,
592183,158915,101,SOCIO,2015-08-18,2015-08-18,,,,
592183,323022,101,SOCIO,2015-08-18,2015-08-18,,,,
592183,323022,205,ADMINISTRADOR,2015-08-18,2015-08-18,,,,
592184,539765,101,SOCIO,2014-07-03,2014-07-03,,,,
592184,510394,101,SOCIO,2014-07-03,2014-07-03,,,,
592184,510394,205,ADMINISTRADOR,2014-07-03,2014-07-03,,,,
592383,592384,801,EMPRESÁRIO,2015-10-02,,,,,
592385,592386,801,EMPRESÁRIO,2015-10-02,,,,,
592387,592388,801,EMPRESÁRIO,2015-10-02,,,,,
592389,592390,801,EMPRESÁRIO,2015-10-02,,,,,
592391,592392,801,EMPRESÁRIO,2015-10-02,,,,,
592393,592394,801,EMPRESÁRIO,2015-10-02,,,,,
592395,592396,801,EMPRESÁRIO,2015-10-01,,,,,
592397,592398,801,EMPRESÁRIO,2015-10-02,,,,,
592399,592400,801,EMPRESÁRIO,2015-10-02,,,,,
592401,592402,801,EMPRESÁRIO,2015-10-02,,,,,
592403,592404,801,EMPRESÁRIO,2015-10-02,,,,,
592405,592406,801,EMPRESÁRIO,2015-10-02,,,,,
592407,592408,801,EMPRESÁRIO,2015-10-02,,,,,
592409,592410,801,EMPRESÁRIO,2015-10-02,,,,,
592225,592226,801,EMPRESÁRIO,2015-10-01,,,,,
592227,592228,801,EMPRESÁRIO,2015-10-01,,,,,
592229,592230,801,EMPRESÁRIO,2015-10-01,,,,,
592231,592232,801,EMPRESÁRIO,2015-10-01,,,,,
592233,592234,801,EMPRESÁRIO,2015-10-01,,,,,
592235,592236,801,EMPRESÁRIO,2015-10-01,,,,,
592237,592238,801,EMPRESÁRIO,2015-10-01,,,,,
592239,592240,801,EMPRESÁRIO,2015-10-01,,,,,
592241,592242,801,EMPRESÁRIO,2015-10-01,,,,,
592243,592244,801,EMPRESÁRIO,2015-10-01,,,,,
592245,592246,801,EMPRESÁRIO,2015-10-01,,,,,
592247,592248,801,EMPRESÁRIO,2015-10-01,,,,,
592249,592250,801,EMPRESÁRIO,2015-10-01,,,,,
592251,592252,801,EMPRESÁRIO,2015-10-01,,,,,
592253,592254,801,EMPRESÁRIO,2015-10-01,,,,,
592153,592154,801,EMPRESÁRIO,2015-10-01,2015-10-01,,,10000,
592192,432752,401,TITULAR PESSOA FÍSICA,2015-10-01,2015-10-01,,,,
592192,432752,205,ADMINISTRADOR,2015-06-10,2015-06-10,,,,
592193,592194,101,SOCIO,2015-09-11,2015-09-11,,,,
592193,592195,101,SOCIO,2015-09-11,2015-09-11,,,,
592193,592195,205,ADMINISTRADOR,2015-09-11,2015-09-11,,,,
592157,592158,801,EMPRESÁRIO,2015-10-01,2015-10-01,,,25000,
592155,3682,801,EMPRESÁRIO,2015-10-01,2015-10-01,,,10000,
592168,592169,101,SOCIO,2015-08-13,2015-08-13,,,,
592168,592169,205,ADMINISTRADOR,2015-08-13,2008-10-02,,,,
592168,341111,101,SOCIO,2015-08-13,2015-08-13,2016-07-22,2016-07-22,,
592168,341111,205,ADMINISTRADOR,2015-08-13,2015-08-13,2016-07-22,2016-07-22,,
592168,592169,316,REPRESENTANTE LEGAL,2015-08-13,2008-10-02,,,,
592168,625476,101,SOCIO,2016-07-22,2016-07-22,,,,
592172,92722,205,ADMINISTRADOR,2015-06-08,2015-06-08,,,,ADMINISTRADOR
592172,92722,401,TITULAR PESSOA FÍSICA,2015-06-08,2015-06-08,,,,ADMINISTRADOR
592177,592178,101,SOCIO,2015-09-08,2015-09-08,,,,
592177,592179,101,SOCIO,2015-09-08,2015-09-08,,,,
592177,592179,205,ADMINISTRADOR,2015-09-08,2015-09-08,,,,
592180,592181,801,EMPRESÁRIO,2015-10-01,2015-10-01,,,10000,
592182,115623,801,EMPRESÁRIO,2016-04-12,2016-04-12,,,0,
592166,592167,801,EMPRESÁRIO,2015-10-01,2015-10-01,,,25000,
592191,514227,401,TITULAR PESSOA FÍSICA,2015-10-01,2015-10-01,2016-02-22,2016-02-22,,ADMINISTRADOR
592191,514227,205,ADMINISTRADOR,2015-06-20,2015-06-20,2016-02-22,2016-02-22,,ADMINISTRADOR
592191,608203,401,TITULAR PESSOA FÍSICA,2016-02-22,2016-02-22,,,,ADMINISTRADOR
592191,608203,205,ADMINISTRADOR,2016-02-22,2016-02-22,,,,ADMINISTRADOR
592196,592197,101,SOCIO,2015-10-01,2015-10-01,2016-01-01,,,
592196,592198,101,SOCIO,2015-10-01,2015-10-01,,,,
592196,592198,205,ADMINISTRADOR,2015-10-01,2015-09-11,,,,
592196,603053,101,SOCIO,2016-01-01,2016-01-01,,,,
592196,603053,205,ADMINISTRADOR,2016-01-01,2016-01-01,,,,
592165,140071,801,EMPRESÁRIO,2015-10-01,2015-10-01,,,30000,
592357,592358,801,EMPRESÁRIO,2015-10-02,,,,,
592359,592360,801,EMPRESÁRIO,2015-10-02,,,,,
592361,592362,801,EMPRESÁRIO,2015-10-02,,,,,
592363,592364,801,EMPRESÁRIO,2015-10-02,,,,,
592365,592366,801,EMPRESÁRIO,2015-10-02,,,,,
592367,592368,801,EMPRESÁRIO,2015-10-02,,,,,
592369,592370,801,EMPRESÁRIO,2015-10-02,,,,,
592371,592372,801,EMPRESÁRIO,2015-10-02,,,,,
592373,592374,801,EMPRESÁRIO,2015-10-02,,,,,
592375,592376,801,EMPRESÁRIO,2015-10-02,,,,,
592377,592378,801,EMPRESÁRIO,2015-10-02,,,,,
592379,592380,801,EMPRESÁRIO,2015-10-02,,,,,
592381,592382,801,EMPRESÁRIO,2015-10-02,,,,,
592186,592187,801,EMPRESÁRIO,2015-10-01,2015-10-01,,,20000,
592186,598728,901,FILIAL NA MESMA UF DA SEDE,2015-11-09,,,,,
592322,592323,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,80000,
592317,534000,101,SOCIO,2010-02-12,2010-02-12,,,,
592317,533998,101,SOCIO,2010-02-12,2010-02-12,,,,
592317,533998,205,ADMINISTRADOR,2010-02-12,2010-02-12,,,,
592324,168014,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,50000,
592326,171180,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,50000,
592331,592332,401,TITULAR PESSOA FÍSICA,2015-10-02,2015-10-02,,,,ADMINISTRADOR
592331,592332,205,ADMINISTRADOR,2015-09-10,2015-09-10,,,,ADMINISTRADOR
592333,592334,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,70000,
592337,121831,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,5000,
604922,333282,101,SOCIO,2005-02-21,2005-02-21,,,,
604922,333282,205,ADMINISTRADOR,2005-02-21,2005-02-21,,,,
604922,578030,101,SOCIO,2005-02-21,2005-02-21,,,,
604922,578030,205,ADMINISTRADOR,2005-02-21,2005-02-21,,,,
592338,592339,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,30000,
592346,586685,205,ADMINISTRADOR,2015-09-24,2015-09-24,,,,
592346,586686,101,SOCIO,2015-09-24,2015-09-24,,,,
592346,586686,205,ADMINISTRADOR,2015-09-24,2015-09-24,,,,
592346,586683,101,SOCIO,2015-09-24,2015-09-24,,,,
592346,586683,205,ADMINISTRADOR,2015-09-24,2015-09-24,,,,
592346,586685,101,SOCIO,2015-09-24,2015-09-24,,,,
592347,341766,401,TITULAR PESSOA FÍSICA,2015-10-02,2015-10-02,,,,
592347,341766,205,ADMINISTRADOR,2009-08-07,2009-08-07,,,,
592348,592349,205,ADMINISTRADOR,2015-10-02,2015-10-02,,,,ADMINISTRADOR
592348,592349,401,TITULAR PESSOA FÍSICA,2015-10-02,2015-10-02,,,,ADMINISTRADOR
592350,592351,401,TITULAR PESSOA FÍSICA,2015-10-02,2015-10-02,,,,ADMINISTRADOR
592350,592351,205,ADMINISTRADOR,2015-09-25,2015-09-25,,,,ADMINISTRADOR
592463,592464,801,EMPRESÁRIO,2015-10-02,,,,,
592465,592466,801,EMPRESÁRIO,2015-10-02,,,,,
592467,592468,801,EMPRESÁRIO,2015-10-02,,,,,
592469,592470,801,EMPRESÁRIO,2015-10-02,,,,,
592471,592472,801,EMPRESÁRIO,2015-10-02,,,,,
592473,592474,801,EMPRESÁRIO,2015-10-02,,,,,
592475,592476,801,EMPRESÁRIO,2015-10-02,,,,,
592477,592478,801,EMPRESÁRIO,2015-10-02,,,,,
592479,592480,801,EMPRESÁRIO,2015-10-02,,,,,
592481,592482,801,EMPRESÁRIO,2015-10-02,,,,,
592483,592484,801,EMPRESÁRIO,2015-10-02,,,,,
592485,592486,801,EMPRESÁRIO,2015-10-02,,,,,
592487,592488,801,EMPRESÁRIO,2015-10-02,,,,,
592489,592490,801,EMPRESÁRIO,2015-10-02,,,,,
592491,592492,801,EMPRESÁRIO,2015-10-02,,,,,
592493,592494,801,EMPRESÁRIO,2015-10-02,,,,,
592495,592496,801,EMPRESÁRIO,2015-10-02,,,,,
592497,592498,801,EMPRESÁRIO,2015-10-02,,,,,
592352,92691,205,ADMINISTRADOR,2015-09-28,2015-09-28,,,,
592352,592353,101,SOCIO,2015-09-28,2015-09-28,,,,
592352,92691,101,SOCIO,2015-09-28,2015-09-28,,,,
592499,592500,801,EMPRESÁRIO,2015-10-02,,,,,
592411,592412,801,EMPRESÁRIO,2015-10-02,,,,,
592413,592414,801,EMPRESÁRIO,2015-10-02,,,,,
592335,592336,401,TITULAR PESSOA FÍSICA,2015-10-02,2015-10-02,,,,ADMINISTRADOR
592335,592336,205,ADMINISTRADOR,2015-09-09,2015-09-09,,,,ADMINISTRADOR
592501,592502,801,EMPRESÁRIO,2015-10-02,,,,,
592503,592504,801,EMPRESÁRIO,2015-10-02,,,,,
592505,592506,801,EMPRESÁRIO,2015-10-02,,,,,
592507,592508,801,EMPRESÁRIO,2015-10-02,,,,,
592509,592510,801,EMPRESÁRIO,2015-10-02,,,,,
592511,592512,801,EMPRESÁRIO,2015-10-02,,,,,
592513,592514,801,EMPRESÁRIO,2015-10-02,,,,,
592515,592516,801,EMPRESÁRIO,2015-10-02,,,,,
592517,592518,801,EMPRESÁRIO,2015-10-02,,,,,
592519,592520,801,EMPRESÁRIO,2015-10-02,,,,,
592521,592522,801,EMPRESÁRIO,2015-10-02,,,,,
592523,592524,801,EMPRESÁRIO,2015-10-02,,,,,
592525,592526,801,EMPRESÁRIO,2015-10-02,,,,,
592527,592528,801,EMPRESÁRIO,2015-10-02,,,,,
592529,592530,801,EMPRESÁRIO,2015-10-02,,,,,
592325,21889,101,SOCIO,2015-07-31,2015-07-31,,,,
592325,21889,205,ADMINISTRADOR,2015-07-31,2015-07-31,,,,
592325,359720,101,SOCIO,2015-07-31,2015-07-31,,,,
592325,359720,205,ADMINISTRADOR,2015-07-31,2015-07-31,,,,
592415,592416,801,EMPRESÁRIO,2015-10-02,,,,,
592417,592418,801,EMPRESÁRIO,2015-10-02,,,,,
592419,592420,801,EMPRESÁRIO,2015-10-02,,,,,
592421,592422,801,EMPRESÁRIO,2015-10-02,,,,,
592423,592424,801,EMPRESÁRIO,2015-10-02,,,,,
592425,592426,801,EMPRESÁRIO,2015-10-02,,,,,
592427,592428,801,EMPRESÁRIO,2015-10-02,,,,,
592429,592430,801,EMPRESÁRIO,2015-10-02,,,,,
592431,592432,801,EMPRESÁRIO,2015-10-02,,,,,
592433,592434,801,EMPRESÁRIO,2015-10-02,,,,,
592435,592436,801,EMPRESÁRIO,2015-10-02,,,,,
592437,592438,801,EMPRESÁRIO,2015-10-02,,,,,
592439,592440,801,EMPRESÁRIO,2015-10-02,,,,,
592441,592442,801,EMPRESÁRIO,2015-10-02,,,,,
592443,592444,801,EMPRESÁRIO,2015-10-02,,,,,
592445,592446,801,EMPRESÁRIO,2015-10-02,,,,,
592447,592448,801,EMPRESÁRIO,2015-10-02,,,,,
592340,592341,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,30000,
592340,622778,901,FILIAL NA MESMA UF DA SEDE,2016-06-09,,,,,
592329,592330,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,20000,
592531,592532,801,EMPRESÁRIO,2015-10-03,,,,,
592342,592343,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,30000,
592344,592345,101,SOCIO,2015-09-25,2015-09-25,,,,
592344,583798,101,SOCIO,2015-09-25,2015-09-25,,,,
592344,583798,205,ADMINISTRADOR,2015-09-25,2015-09-25,,,,
592354,592355,101,SOCIO,2015-08-17,2015-08-17,,,,
592354,592356,101,SOCIO,2015-08-17,2015-08-17,,,,
592354,592356,205,ADMINISTRADOR,2015-08-17,2015-08-17,,,,
592327,381007,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,20000,
592449,592450,801,EMPRESÁRIO,2015-10-02,,,,,
592451,592452,801,EMPRESÁRIO,2015-10-02,,,,,
592453,592454,801,EMPRESÁRIO,2015-10-02,,,,,
592455,592456,801,EMPRESÁRIO,2015-10-02,,,,,
592457,592458,801,EMPRESÁRIO,2015-10-02,,,,,
592459,592460,801,EMPRESÁRIO,2015-10-02,,,,,
592461,592462,801,EMPRESÁRIO,2015-10-02,,,,,
592319,592320,801,EMPRESÁRIO,2015-10-02,2015-10-02,,,10000,
592321,416490,101,SOCIO,2015-08-21,2015-08-21,,,,
592321,416490,205,ADMINISTRADOR,2015-08-21,2015-08-21,,,,
592321,588383,101,SOCIO,2015-08-21,2015-08-21,,,,
592321,588383,205,ADMINISTRADOR,2015-08-21,2015-08-21,,,,
598216,598217,801,EMPRESÁRIO,2015-11-23,,,,,
598396,598397,801,EMPRESÁRIO,2015-11-25,,,,,
592544,592545,801,EMPRESÁRIO,2015-10-03,,,,,
592546,592547,801,EMPRESÁRIO,2015-10-03,,,,,
592548,592549,801,EMPRESÁRIO,2015-10-03,,,,,
592534,9620,101,SOCIO,2015-09-25,2015-09-25,,,,
592534,592535,101,SOCIO,2015-09-25,2015-09-25,,,,
592534,592535,205,ADMINISTRADOR,2015-09-25,2015-09-25,,,,
592536,374382,101,SOCIO,2015-09-21,2015-09-21,,,,
592536,522798,205,ADMINISTRADOR,2015-09-21,2015-09-21,,,,
592536,522798,101,SOCIO,2015-09-21,2015-09-21,,,,
592537,3012,205,ADMINISTRADOR,2013-07-18,2013-07-18,,,,
592537,453525,101,SOCIO,2013-07-18,2013-07-18,,,,
592537,453525,205,ADMINISTRADOR,2013-07-18,2013-07-18,,,,
592537,3012,101,SOCIO,2013-07-18,2013-07-18,,,,
592538,592539,801,EMPRESÁRIO,2015-10-03,,,,,
592540,592541,401,TITULAR PESSOA FÍSICA,2015-10-03,2015-10-03,,,,ADMINISTRADOR
592540,592541,205,ADMINISTRADOR,2015-09-01,2015-09-01,,,,ADMINISTRADOR
592542,592543,801,EMPRESÁRIO,2015-10-03,,,,,
592550,592551,801,EMPRESÁRIO,2015-10-03,,,,,
592552,592553,801,EMPRESÁRIO,2015-10-03,,,,,
592554,592555,801,EMPRESÁRIO,2015-10-03,,,,,
592556,592557,801,EMPRESÁRIO,2015-10-03,,,,,
592558,592559,801,EMPRESÁRIO,2015-10-04,,,,,
592562,592563,801,EMPRESÁRIO,2015-10-04,,,,,
592568,592569,801,EMPRESÁRIO,2015-10-04,,,,,
592570,592571,801,EMPRESÁRIO,2015-10-04,,,,,
592574,592575,801,EMPRESÁRIO,2015-10-04,,,,,
592560,592561,801,EMPRESÁRIO,2015-10-04,,,,,
592564,592565,801,EMPRESÁRIO,2015-10-04,,,,,
592566,592567,801,EMPRESÁRIO,2015-10-04,,,,,
592576,592577,801,EMPRESÁRIO,2015-10-04,,,,,
592578,592579,801,EMPRESÁRIO,2015-10-04,,,,,
592580,592581,801,EMPRESÁRIO,2015-10-05,,,,,
592582,592583,801,EMPRESÁRIO,2015-10-05,,,,,
592602,171533,101,SOCIO,2015-09-25,2015-09-25,,,,
592602,171532,101,SOCIO,2015-09-25,2015-09-25,,,,
592602,171532,205,ADMINISTRADOR,2015-09-25,2015-09-25,,,,
592619,592620,801,EMPRESÁRIO,2015-10-05,2015-10-05,,,40000,
592623,592624,101,SOCIO,2015-09-08,2015-09-08,,,,
592623,592625,101,SOCIO,2015-09-08,2015-09-08,,,,
592623,592625,205,ADMINISTRADOR,2015-09-08,2015-09-08,,,,
592626,592627,801,EMPRESÁRIO,2015-10-05,2015-10-05,,,30000,
592631,146306,801,EMPRESÁRIO,2015-10-05,2015-10-05,,,60000,
592638,592639,801,EMPRESÁRIO,2015-10-05,,,,,
592640,592641,801,EMPRESÁRIO,2015-10-05,,,,,
592642,592643,801,EMPRESÁRIO,2015-10-05,,,,,
592644,592645,801,EMPRESÁRIO,2015-10-05,,,,,
592646,592647,801,EMPRESÁRIO,2015-10-05,,,,,
592648,592649,801,EMPRESÁRIO,2015-10-05,,,,,
592618,493474,205,ADMINISTRADOR,2015-09-22,2015-09-22,,,,
592618,4773,101,SOCIO,2015-10-05,2015-10-05,,,,
592618,4773,205,ADMINISTRADOR,2015-10-05,2015-10-05,,,,
592618,493474,101,SOCIO,2015-10-05,2015-10-05,2016-06-01,2016-06-01,,
592650,592651,801,EMPRESÁRIO,2015-10-05,,,,,
592718,592719,801,EMPRESÁRIO,2015-10-05,,,,,
592720,592721,801,EMPRESÁRIO,2015-10-05,,,,,
592722,592723,801,EMPRESÁRIO,2015-10-05,,,,,
592724,592725,801,EMPRESÁRIO,2015-10-05,,,,,
592726,592727,801,EMPRESÁRIO,2015-10-05,,,,,
592728,592729,801,EMPRESÁRIO,2015-10-05,,,,,
592730,592731,801,EMPRESÁRIO,2015-10-05,,,,,
592734,592735,801,EMPRESÁRIO,2015-10-05,,,,,
592736,592737,801,EMPRESÁRIO,2015-10-05,,,,,
592738,592739,801,EMPRESÁRIO,2015-10-05,,,,,
592740,592741,801,EMPRESÁRIO,2015-10-05,,,,,
592742,592743,801,EMPRESÁRIO,2015-10-05,,,,,
592744,592745,801,EMPRESÁRIO,2015-10-05,,,,,
592746,592747,801,EMPRESÁRIO,2015-10-06,,,,,
592748,592749,801,EMPRESÁRIO,2015-10-06,,,,,
592658,592659,801,EMPRESÁRIO,2015-10-05,,,,,
592660,592661,801,EMPRESÁRIO,2015-10-05,,,,,
592662,592663,801,EMPRESÁRIO,2015-10-05,,,,,
592664,592665,801,EMPRESÁRIO,2015-10-05,,,,,
592666,592667,801,EMPRESÁRIO,2015-10-05,,,,,
592668,592669,801,EMPRESÁRIO,2015-10-05,,,,,
592670,592671,801,EMPRESÁRIO,2015-10-05,,,,,
592672,592673,801,EMPRESÁRIO,2015-10-05,,,,,
592674,592675,801,EMPRESÁRIO,2015-10-05,,,,,
592676,592677,801,EMPRESÁRIO,2015-10-05,,,,,
592678,592679,801,EMPRESÁRIO,2015-10-05,,,,,
592680,592681,801,EMPRESÁRIO,2015-10-05,,,,,
592682,592683,801,EMPRESÁRIO,2015-10-05,,,,,
592684,592685,801,EMPRESÁRIO,2015-10-05,,,,,
592686,592687,801,EMPRESÁRIO,2015-10-05,,,,,
592688,592689,801,EMPRESÁRIO,2015-10-05,,,,,
592690,592691,801,EMPRESÁRIO,2015-10-05,,,,,
592692,592693,801,EMPRESÁRIO,2015-10-05,,,,,
592694,592695,801,EMPRESÁRIO,2015-10-05,,,,,
592696,592697,801,EMPRESÁRIO,2015-10-05,,,,,
592698,592699,801,EMPRESÁRIO,2015-10-05,,,,,
594249,594250,101,SOCIO,2015-07-07,2015-07-07,,,,
592700,592701,801,EMPRESÁRIO,2015-10-05,,,,,
592702,592703,801,EMPRESÁRIO,2015-10-05,,,,,
592704,592705,801,EMPRESÁRIO,2015-10-05,,,,,
592706,592707,801,EMPRESÁRIO,2015-10-05,,,,,
592708,592709,801,EMPRESÁRIO,2015-10-05,,,,,
592710,592711,801,EMPRESÁRIO,2015-10-05,,,,,
592712,592713,801,EMPRESÁRIO,2015-10-05,,,,,
